"","simID","simLabel","scenario","procedure","period","t1","t2","statistic","value"
"297","Sim","Hist-Curr","Hist","Curr","Short",65,71,"Q2LowCatch",8.15333587245507
"298","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbCritBmsy",0.0585714285714286
"299","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbCautBmsy",0.137142857142857
"300","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbHealBmsy",0.804285714285714
"301","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbCritB0",0.855714285714286
"302","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbCautB0",0.0671428571428571
"303","Sim","Hist-Curr","Hist","Curr","Short",65,71,"medProbHealB0",0.0771428571428571
"304","Sim","Hist-Curr","Hist","Curr","Short",65,71,"probFtGtFmsy",0.271428571428571
"305","Sim","Hist-Curr","Hist","Curr","Short",65,71,"yearAtDepProb",NA
"306","Sim","Hist-Curr","Hist","Curr","Short",65,71,"probAtDepYear",NA
"307","Sim","Hist-Curr","Hist","Curr","Short",65,71,"depAtYearProb",NA
"308","Sim","Hist-Curr","Hist","Curr","Short",65,71,"probGteDmsy",NA
"309","Sim","Hist-Curr","Hist","Curr","Short",65,71,"probGteLimit",NA
"310","Sim","Hist-Curr","Hist","Curr","Short",65,71,"omittedReps",NA
"311","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medAvgDep",1.09163296016888
"312","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1AvgDep",0.422064934380024
"313","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2AvgDep",1.97283433307836
"314","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medFinalDep",0.918617363874727
"315","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1finalDep",0.27751380756893
"316","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2finalDep",1.82086581763552
"317","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medLowDep",0.521695763717342
"318","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1LowDep",0.151924471103295
"319","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2LowDep",1.03318724889068
"320","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medAAV",22.2095594470842
"321","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1AAV",13.527395037803
"322","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2AAV",36.7133313146392
"323","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medAvgCatch",16.1700731636723
"324","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1AvgCatch",7.01833271882093
"325","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2AvgCatch",27.9747597217058
"326","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medLowCatch",9.54500495734571
"327","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q1LowCatch",0
"328","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"Q2LowCatch",18.3848360852451
"329","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbCritBmsy",0.02
"330","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbCautBmsy",0.0342857142857143
"331","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbHealBmsy",0.945714285714286
"332","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbCritB0",0.358571428571429
"333","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbCautB0",0.158571428571429
"334","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"medProbHealB0",0.482857142857143
"335","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"probFtGtFmsy",0.167142857142857
"336","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"yearAtDepProb",NA
"337","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"probAtDepYear",NA
"338","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"depAtYearProb",NA
"339","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"probGteDmsy",NA
"340","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"probGteLimit",NA
"341","Sim","Hist-Curr","Hist","Curr","Medium",72,78,"omittedReps",NA
"342","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medAvgDep",0.779135679551321
"343","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1AvgDep",0.448975122697649
"344","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2AvgDep",1.12582802076883
"345","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medFinalDep",0.533207253029398
"346","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1finalDep",0.149107485420437
"347","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2finalDep",1.76637603950944
"348","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medLowDep",0.152970821641398
"349","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1LowDep",0.04520199817356
"350","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2LowDep",0.329423090650675
"351","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medAAV",26.8960531432964
"352","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1AAV",19.1191815983156
"353","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2AAV",35.1725754686781
"354","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medAvgCatch",13.4711167122379
"355","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1AvgCatch",8.14316118920527
"356","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2AvgCatch",18.5860686962457
"357","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medLowCatch",0
"358","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q1LowCatch",0
"359","Sim","Hist-Curr","Hist","Curr","Long",65,84,"Q2LowCatch",6.42208945106764
"360","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbCritBmsy",0.059
"361","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbCautBmsy",0.1055
"362","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbHealBmsy",0.8355
"363","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbCritB0",0.6005
"364","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbCautB0",0.1115
"365","Sim","Hist-Curr","Hist","Curr","Long",65,84,"medProbHealB0",0.288
"366","Sim","Hist-Curr","Hist","Curr","Long",65,84,"probFtGtFmsy",0.2675
"367","Sim","Hist-Curr","Hist","Curr","Long",65,84,"yearAtDepProb",NA
"368","Sim","Hist-Curr","Hist","Curr","Long",65,84,"probAtDepYear",NA
"369","Sim","Hist-Curr","Hist","Curr","Long",65,84,"depAtYearProb",NA
"370","Sim","Hist-Curr","Hist","Curr","Long",65,84,"probGteDmsy",NA
"371","Sim","Hist-Curr","Hist","Curr","Long",65,84,"probGteLimit",NA
"372","Sim","Hist-Curr","Hist","Curr","Long",65,84,"omittedReps",NA
"373","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medAvgDep",0.514195233277132
"374","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1AvgDep",0.273794995900175
"375","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2AvgDep",0.811625978774396
"376","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medFinalDep",0.789449872999715
"377","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1finalDep",0.328159693308957
"378","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2finalDep",1.50773608460379
"379","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medLowDep",0.340161908052335
"380","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1LowDep",0.119810182115609
"381","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2LowDep",0.352608414170457
"382","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medAAV",26.0158963289965
"383","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1AAV",18.0347906359762
"384","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2AAV",47.7573044184762
"385","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medAvgCatch",7.91318753388643
"386","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1AvgCatch",4.29472292373703
"387","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2AvgCatch",10.3446356860092
"388","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medLowCatch",4.15435070722974
"389","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q1LowCatch",0
"390","Sim","Hist-Hist","Hist","Hist","Short",65,71,"Q2LowCatch",7.03827753828389
"391","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbCritBmsy",0.0371428571428571
"392","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbCautBmsy",0.102857142857143
"393","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbHealBmsy",0.86
"394","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbCritB0",0.811428571428571
"395","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbCautB0",0.0942857142857143
"396","Sim","Hist-Hist","Hist","Hist","Short",65,71,"medProbHealB0",0.0942857142857143
"397","Sim","Hist-Hist","Hist","Hist","Short",65,71,"probFtGtFmsy",0.131428571428571
"398","Sim","Hist-Hist","Hist","Hist","Short",65,71,"yearAtDepProb",NA
"399","Sim","Hist-Hist","Hist","Hist","Short",65,71,"probAtDepYear",NA
"400","Sim","Hist-Hist","Hist","Hist","Short",65,71,"depAtYearProb",NA
"401","Sim","Hist-Hist","Hist","Hist","Short",65,71,"probGteDmsy",NA
"402","Sim","Hist-Hist","Hist","Hist","Short",65,71,"probGteLimit",NA
"403","Sim","Hist-Hist","Hist","Hist","Short",65,71,"omittedReps",NA
"404","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medAvgDep",1.07621897097769
"405","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1AvgDep",0.478036041261474
"406","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2AvgDep",2.09590717477619
"407","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medFinalDep",0.976213114716965
"408","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1finalDep",0.264866594930344
"409","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2finalDep",1.9437135442123
"410","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medLowDep",0.629895619208254
"411","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1LowDep",0.163398550112542
"412","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2LowDep",1.19796261612534
"413","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medAAV",20.2459026919076
"414","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1AAV",11.9071232509268
"415","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2AAV",32.5813729697808
"416","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medAvgCatch",17.3591449616327
"417","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1AvgCatch",8.00978047573935
"418","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2AvgCatch",27.5295793264243
"419","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medLowCatch",10.1233484106467
"420","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q1LowCatch",0
"421","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"Q2LowCatch",18.3085618364891
"422","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbCritBmsy",0.0142857142857143
"423","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbCautBmsy",0.0442857142857143
"424","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbHealBmsy",0.941428571428571
"425","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbCritB0",0.308571428571429
"426","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbCautB0",0.162857142857143
"427","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"medProbHealB0",0.528571428571429
"428","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"probFtGtFmsy",0.135714285714286
"429","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"yearAtDepProb",NA
"430","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"probAtDepYear",NA
"431","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"depAtYearProb",NA
"432","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"probGteDmsy",NA
"433","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"probGteLimit",NA
"434","Sim","Hist-Hist","Hist","Hist","Medium",72,78,"omittedReps",NA
"435","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medAvgDep",0.838313637715777
"436","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1AvgDep",0.488349869892371
"437","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2AvgDep",1.21750752367229
"438","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medFinalDep",0.559793685102341
"439","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1finalDep",0.143985551449656
"440","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2finalDep",1.72665743387036
"441","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medLowDep",0.162222758324078
"442","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1LowDep",0.051458081055531
"443","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2LowDep",0.350076863378816
"444","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medAAV",25.3588922720673
"445","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1AAV",18.389527139917
"446","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2AAV",35.2304983674363
"447","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medAvgCatch",13.0473138977438
"448","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1AvgCatch",7.92390748030456
"449","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2AvgCatch",18.416364643276
"450","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medLowCatch",0
"451","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q1LowCatch",0
"452","Sim","Hist-Hist","Hist","Hist","Long",65,84,"Q2LowCatch",6.40572130202114
"453","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbCritBmsy",0.047
"454","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbCautBmsy",0.095
"455","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbHealBmsy",0.858
"456","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbCritB0",0.5695
"457","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbCautB0",0.1185
"458","Sim","Hist-Hist","Hist","Hist","Long",65,84,"medProbHealB0",0.312
"459","Sim","Hist-Hist","Hist","Hist","Long",65,84,"probFtGtFmsy",0.206
"460","Sim","Hist-Hist","Hist","Hist","Long",65,84,"yearAtDepProb",NA
"461","Sim","Hist-Hist","Hist","Hist","Long",65,84,"probAtDepYear",NA
"462","Sim","Hist-Hist","Hist","Hist","Long",65,84,"depAtYearProb",NA
"463","Sim","Hist-Hist","Hist","Hist","Long",65,84,"probGteDmsy",NA
"464","Sim","Hist-Hist","Hist","Hist","Long",65,84,"probGteLimit",NA
"465","Sim","Hist-Hist","Hist","Hist","Long",65,84,"omittedReps",NA
"466","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medAvgDep",0.72726793575437
"467","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1AvgDep",0.411364501183039
"468","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2AvgDep",1.03051130689228
"469","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medFinalDep",1.21625873967037
"470","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1finalDep",0.650561271598311
"471","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2finalDep",1.93890322407208
"472","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medLowDep",0.350110214522314
"473","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1LowDep",0.26771313659232
"474","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2LowDep",0.353148758884446
"475","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medAAV",36.2914094202044
"476","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1AAV",22.7761991295694
"477","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2AAV",55.0317006565895
"478","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medAvgCatch",3.95725335033141
"479","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1AvgCatch",2.28754783238696
"480","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2AvgCatch",5.72322408994262
"481","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medLowCatch",1.58629846290657
"482","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q1LowCatch",1.14076943318305
"483","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"Q2LowCatch",2.14736603381345
"484","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbCritBmsy",0
"485","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbCautBmsy",0.0257142857142857
"486","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbHealBmsy",0.974285714285714
"487","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbCritB0",0.648571428571429
"488","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbCautB0",0.13
"489","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"medProbHealB0",0.221428571428571
"490","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"probFtGtFmsy",0
"491","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"yearAtDepProb",NA
"492","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"probAtDepYear",NA
"493","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"depAtYearProb",NA
"494","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"probGteDmsy",NA
"495","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"probGteLimit",NA
"496","Sim","Hist-ccRule","Hist","ccRule","Short",65,71,"omittedReps",NA
"497","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medAvgDep",1.80614207111804
"498","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1AvgDep",0.899501793122141
"499","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2AvgDep",2.7008138576234
"500","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medFinalDep",1.68401112915133
"501","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1finalDep",0.813490228382032
"502","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2finalDep",2.91545257501167
"503","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medLowDep",1.18775047779421
"504","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1LowDep",0.475596343379051
"505","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2LowDep",1.86262121056587
"506","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medAAV",38.476277517325
"507","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1AAV",26.0401598519808
"508","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2AAV",54.6405954130072
"509","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medAvgCatch",11.59432859461
"510","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1AvgCatch",6.13679563329136
"511","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2AvgCatch",18.7592929011664
"512","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medLowCatch",5.71007370349677
"513","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q1LowCatch",2.16960285894454
"514","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"Q2LowCatch",9.59318283256837
"515","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbCritBmsy",0
"516","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbCautBmsy",0
"517","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbHealBmsy",1
"518","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbCritB0",0.0771428571428571
"519","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbCautB0",0.0757142857142857
"520","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"medProbHealB0",0.847142857142857
"521","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"probFtGtFmsy",0
"522","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"yearAtDepProb",NA
"523","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"probAtDepYear",NA
"524","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"depAtYearProb",NA
"525","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"probGteDmsy",NA
"526","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"probGteLimit",NA
"527","Sim","Hist-ccRule","Hist","ccRule","Medium",72,78,"omittedReps",NA
"528","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medAvgDep",1.28705958661772
"529","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1AvgDep",0.842132452464457
"530","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2AvgDep",1.81801071413138
"531","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medFinalDep",1.11466006964589
"532","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1finalDep",0.502217001699898
"533","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2finalDep",2.66056419424149
"534","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medLowDep",0.349919967219011
"535","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1LowDep",0.25661687376559
"536","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2LowDep",0.353070539794677
"537","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medAAV",44.7624023137798
"538","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1AAV",35.6795412202635
"539","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2AAV",56.8954734158989
"540","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medAvgCatch",8.36127903104327
"541","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1AvgCatch",5.00244794199309
"542","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2AvgCatch",12.1045464347052
"543","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medLowCatch",0
"544","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q1LowCatch",0
"545","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"Q2LowCatch",1.70493760101559
"546","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbCritBmsy",0
"547","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbCautBmsy",0.0135
"548","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbHealBmsy",0.9865
"549","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbCritB0",0.3435
"550","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbCautB0",0.1105
"551","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"medProbHealB0",0.546
"552","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"probFtGtFmsy",0
"553","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"yearAtDepProb",NA
"554","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"probAtDepYear",NA
"555","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"depAtYearProb",NA
"556","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"probGteDmsy",NA
"557","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"probGteLimit",NA
"558","Sim","Hist-ccRule","Hist","ccRule","Long",65,84,"omittedReps",NA
