"","simFolder","simName","simFile","simInfo","simDate","scenario","mp","tMP","nT","nReps","rank","group"
"260","sim_071220151336091","sim_071220151336091","sim_071220151336091.Rdata","sim_071220151336091.info","71220151336091","NCod83HistM.csv","Dm2Dv0.5Mm0.5Mv0.8Q1",33,52,50,260,1
"261","sim_071220151336124","sim_071220151336124","sim_071220151336124.Rdata","sim_071220151336124.info","71220151336124","NCod83HistM.csv","Dm0.5Dv0.1Mm1Mv0.8Q1",33,52,50,261,1
"262","sim_071220151336156","sim_071220151336156","sim_071220151336156.Rdata","sim_071220151336156.info","71220151336156","NCod83HistM.csv","Dm1Dv0.1Mm1Mv0.8Q1",33,52,50,262,1
"263","sim_071220151336188","sim_071220151336188","sim_071220151336188.Rdata","sim_071220151336188.info","71220151336188","NCod83HistM.csv","Dm1.5Dv0.1Mm1Mv0.8Q1",33,52,50,263,1
"264","sim_071220151336220","sim_071220151336220","sim_071220151336220.Rdata","sim_071220151336220.info","71220151336220","NCod83HistM.csv","Dm2Dv0.1Mm1Mv0.8Q1",33,52,50,264,1
"265","sim_071220151336252","sim_071220151336252","sim_071220151336252.Rdata","sim_071220151336252.info","71220151336252","NCod83HistM.csv","Dm0.5Dv0.2Mm1Mv0.8Q1",33,52,50,265,1
"266","sim_071220151336284","sim_071220151336284","sim_071220151336284.Rdata","sim_071220151336284.info","71220151336284","NCod83HistM.csv","Dm1Dv0.2Mm1Mv0.8Q1",33,52,50,266,1
"267","sim_071220151336315","sim_071220151336315","sim_071220151336315.Rdata","sim_071220151336315.info","71220151336315","NCod83HistM.csv","Dm1.5Dv0.2Mm1Mv0.8Q1",33,52,50,267,1
"268","sim_071220151336349","sim_071220151336349","sim_071220151336349.Rdata","sim_071220151336349.info","71220151336349","NCod83HistM.csv","Dm2Dv0.2Mm1Mv0.8Q1",33,52,50,268,1
"269","sim_071220151336380","sim_071220151336380","sim_071220151336380.Rdata","sim_071220151336380.info","71220151336380","NCod83HistM.csv","Dm0.5Dv0.3Mm1Mv0.8Q1",33,52,50,269,1
"270","sim_071220151336412","sim_071220151336412","sim_071220151336412.Rdata","sim_071220151336412.info","71220151336412","NCod83HistM.csv","Dm1Dv0.3Mm1Mv0.8Q1",33,52,50,270,1
"271","sim_071220151336445","sim_071220151336445","sim_071220151336445.Rdata","sim_071220151336445.info","71220151336445","NCod83HistM.csv","Dm1.5Dv0.3Mm1Mv0.8Q1",33,52,50,271,1
"272","sim_071220151336478","sim_071220151336478","sim_071220151336478.Rdata","sim_071220151336478.info","71220151336478","NCod83HistM.csv","Dm2Dv0.3Mm1Mv0.8Q1",33,52,50,272,1
"273","sim_071220151336511","sim_071220151336511","sim_071220151336511.Rdata","sim_071220151336511.info","71220151336511","NCod83HistM.csv","Dm0.5Dv0.4Mm1Mv0.8Q1",33,52,50,273,1
"274","sim_071220151336543","sim_071220151336543","sim_071220151336543.Rdata","sim_071220151336543.info","71220151336543","NCod83HistM.csv","Dm1Dv0.4Mm1Mv0.8Q1",33,52,50,274,1
"275","sim_071220151336576","sim_071220151336576","sim_071220151336576.Rdata","sim_071220151336576.info","71220151336576","NCod83HistM.csv","Dm1.5Dv0.4Mm1Mv0.8Q1",33,52,50,275,1
"276","sim_071220151337009","sim_071220151337009","sim_071220151337009.Rdata","sim_071220151337009.info","71220151337009","NCod83HistM.csv","Dm2Dv0.4Mm1Mv0.8Q1",33,52,50,276,1
"277","sim_071220151337041","sim_071220151337041","sim_071220151337041.Rdata","sim_071220151337041.info","71220151337041","NCod83HistM.csv","Dm0.5Dv0.5Mm1Mv0.8Q1",33,52,50,277,1
"278","sim_071220151337073","sim_071220151337073","sim_071220151337073.Rdata","sim_071220151337073.info","71220151337073","NCod83HistM.csv","Dm1Dv0.5Mm1Mv0.8Q1",33,52,50,278,1
"279","sim_071220151337107","sim_071220151337107","sim_071220151337107.Rdata","sim_071220151337107.info","71220151337107","NCod83HistM.csv","Dm1.5Dv0.5Mm1Mv0.8Q1",33,52,50,279,1
"280","sim_071220151337139","sim_071220151337139","sim_071220151337139.Rdata","sim_071220151337139.info","71220151337139","NCod83HistM.csv","Dm2Dv0.5Mm1Mv0.8Q1",33,52,50,280,1
"281","sim_071220151337172","sim_071220151337172","sim_071220151337172.Rdata","sim_071220151337172.info","71220151337172","NCod83HistM.csv","Dm0.5Dv0.1Mm1.5Mv0.8Q1",33,52,50,281,1
"282","sim_071220151337205","sim_071220151337205","sim_071220151337205.Rdata","sim_071220151337205.info","71220151337205","NCod83HistM.csv","Dm1Dv0.1Mm1.5Mv0.8Q1",33,52,50,282,1
"283","sim_071220151337237","sim_071220151337237","sim_071220151337237.Rdata","sim_071220151337237.info","71220151337237","NCod83HistM.csv","Dm1.5Dv0.1Mm1.5Mv0.8Q1",33,52,50,283,1
"284","sim_071220151337270","sim_071220151337270","sim_071220151337270.Rdata","sim_071220151337270.info","71220151337270","NCod83HistM.csv","Dm2Dv0.1Mm1.5Mv0.8Q1",33,52,50,284,1
"285","sim_071220151337302","sim_071220151337302","sim_071220151337302.Rdata","sim_071220151337302.info","71220151337302","NCod83HistM.csv","Dm0.5Dv0.2Mm1.5Mv0.8Q1",33,52,50,285,1
"286","sim_071220151337335","sim_071220151337335","sim_071220151337335.Rdata","sim_071220151337335.info","71220151337335","NCod83HistM.csv","Dm1Dv0.2Mm1.5Mv0.8Q1",33,52,50,286,1
"287","sim_071220151337367","sim_071220151337367","sim_071220151337367.Rdata","sim_071220151337367.info","71220151337367","NCod83HistM.csv","Dm1.5Dv0.2Mm1.5Mv0.8Q1",33,52,50,287,1
"288","sim_071220151337400","sim_071220151337400","sim_071220151337400.Rdata","sim_071220151337400.info","71220151337400","NCod83HistM.csv","Dm2Dv0.2Mm1.5Mv0.8Q1",33,52,50,288,1
"289","sim_071220151337432","sim_071220151337432","sim_071220151337432.Rdata","sim_071220151337432.info","71220151337432","NCod83HistM.csv","Dm0.5Dv0.3Mm1.5Mv0.8Q1",33,52,50,289,1
"290","sim_071220151337465","sim_071220151337465","sim_071220151337465.Rdata","sim_071220151337465.info","71220151337465","NCod83HistM.csv","Dm1Dv0.3Mm1.5Mv0.8Q1",33,52,50,290,1
"291","sim_071220151337498","sim_071220151337498","sim_071220151337498.Rdata","sim_071220151337498.info","71220151337498","NCod83HistM.csv","Dm1.5Dv0.3Mm1.5Mv0.8Q1",33,52,50,291,1
"292","sim_071220151337530","sim_071220151337530","sim_071220151337530.Rdata","sim_071220151337530.info","71220151337530","NCod83HistM.csv","Dm2Dv0.3Mm1.5Mv0.8Q1",33,52,50,292,1
"293","sim_071220151337562","sim_071220151337562","sim_071220151337562.Rdata","sim_071220151337562.info","71220151337562","NCod83HistM.csv","Dm0.5Dv0.4Mm1.5Mv0.8Q1",33,52,50,293,1
"294","sim_071220151337594","sim_071220151337594","sim_071220151337594.Rdata","sim_071220151337594.info","71220151337594","NCod83HistM.csv","Dm1Dv0.4Mm1.5Mv0.8Q1",33,52,50,294,1
"295","sim_071220151338026","sim_071220151338026","sim_071220151338026.Rdata","sim_071220151338026.info","71220151338026","NCod83HistM.csv","Dm1.5Dv0.4Mm1.5Mv0.8Q1",33,52,50,295,1
"296","sim_071220151338059","sim_071220151338059","sim_071220151338059.Rdata","sim_071220151338059.info","71220151338059","NCod83HistM.csv","Dm2Dv0.4Mm1.5Mv0.8Q1",33,52,50,296,1
"297","sim_071220151338092","sim_071220151338092","sim_071220151338092.Rdata","sim_071220151338092.info","71220151338092","NCod83HistM.csv","Dm0.5Dv0.5Mm1.5Mv0.8Q1",33,52,50,297,1
"298","sim_071220151338124","sim_071220151338124","sim_071220151338124.Rdata","sim_071220151338124.info","71220151338124","NCod83HistM.csv","Dm1Dv0.5Mm1.5Mv0.8Q1",33,52,50,298,1
"299","sim_071220151338156","sim_071220151338156","sim_071220151338156.Rdata","sim_071220151338156.info","71220151338156","NCod83HistM.csv","Dm1.5Dv0.5Mm1.5Mv0.8Q1",33,52,50,299,1
"300","sim_071220151338190","sim_071220151338190","sim_071220151338190.Rdata","sim_071220151338190.info","71220151338190","NCod83HistM.csv","Dm2Dv0.5Mm1.5Mv0.8Q1",33,52,50,300,1
"301","sim_071220151338222","sim_071220151338222","sim_071220151338222.Rdata","sim_071220151338222.info","71220151338222","NCod83HistM.csv","Dm0.5Dv0.1Mm2Mv0.8Q1",33,52,50,301,1
"302","sim_071220151338255","sim_071220151338255","sim_071220151338255.Rdata","sim_071220151338255.info","71220151338255","NCod83HistM.csv","Dm1Dv0.1Mm2Mv0.8Q1",33,52,50,302,1
"303","sim_071220151338289","sim_071220151338289","sim_071220151338289.Rdata","sim_071220151338289.info","71220151338289","NCod83HistM.csv","Dm1.5Dv0.1Mm2Mv0.8Q1",33,52,50,303,1
"304","sim_071220151338321","sim_071220151338321","sim_071220151338321.Rdata","sim_071220151338321.info","71220151338321","NCod83HistM.csv","Dm2Dv0.1Mm2Mv0.8Q1",33,52,50,304,1
"305","sim_071220151338354","sim_071220151338354","sim_071220151338354.Rdata","sim_071220151338354.info","71220151338354","NCod83HistM.csv","Dm0.5Dv0.2Mm2Mv0.8Q1",33,52,50,305,1
"306","sim_071220151338387","sim_071220151338387","sim_071220151338387.Rdata","sim_071220151338387.info","71220151338387","NCod83HistM.csv","Dm1Dv0.2Mm2Mv0.8Q1",33,52,50,306,1
"307","sim_071220151338419","sim_071220151338419","sim_071220151338419.Rdata","sim_071220151338419.info","71220151338419","NCod83HistM.csv","Dm1.5Dv0.2Mm2Mv0.8Q1",33,52,50,307,1
"308","sim_071220151338453","sim_071220151338453","sim_071220151338453.Rdata","sim_071220151338453.info","71220151338453","NCod83HistM.csv","Dm2Dv0.2Mm2Mv0.8Q1",33,52,50,308,1
"309","sim_071220151338485","sim_071220151338485","sim_071220151338485.Rdata","sim_071220151338485.info","71220151338485","NCod83HistM.csv","Dm0.5Dv0.3Mm2Mv0.8Q1",33,52,50,309,1
"310","sim_071220151338519","sim_071220151338519","sim_071220151338519.Rdata","sim_071220151338519.info","71220151338519","NCod83HistM.csv","Dm1Dv0.3Mm2Mv0.8Q1",33,52,50,310,1
"311","sim_071220151338551","sim_071220151338551","sim_071220151338551.Rdata","sim_071220151338551.info","71220151338551","NCod83HistM.csv","Dm1.5Dv0.3Mm2Mv0.8Q1",33,52,50,311,1
"312","sim_071220151338585","sim_071220151338585","sim_071220151338585.Rdata","sim_071220151338585.info","71220151338585","NCod83HistM.csv","Dm2Dv0.3Mm2Mv0.8Q1",33,52,50,312,1
"313","sim_071220151339017","sim_071220151339017","sim_071220151339017.Rdata","sim_071220151339017.info","71220151339017","NCod83HistM.csv","Dm0.5Dv0.4Mm2Mv0.8Q1",33,52,50,313,1
"314","sim_071220151339050","sim_071220151339050","sim_071220151339050.Rdata","sim_071220151339050.info","71220151339050","NCod83HistM.csv","Dm1Dv0.4Mm2Mv0.8Q1",33,52,50,314,1
"315","sim_071220151339083","sim_071220151339083","sim_071220151339083.Rdata","sim_071220151339083.info","71220151339083","NCod83HistM.csv","Dm1.5Dv0.4Mm2Mv0.8Q1",33,52,50,315,1
"316","sim_071220151339116","sim_071220151339116","sim_071220151339116.Rdata","sim_071220151339116.info","71220151339116","NCod83HistM.csv","Dm2Dv0.4Mm2Mv0.8Q1",33,52,50,316,1
"317","sim_071220151339151","sim_071220151339151","sim_071220151339151.Rdata","sim_071220151339151.info","71220151339151","NCod83HistM.csv","Dm0.5Dv0.5Mm2Mv0.8Q1",33,52,50,317,1
"318","sim_071220151339184","sim_071220151339184","sim_071220151339184.Rdata","sim_071220151339184.info","71220151339184","NCod83HistM.csv","Dm1Dv0.5Mm2Mv0.8Q1",33,52,50,318,1
"319","sim_071220151339218","sim_071220151339218","sim_071220151339218.Rdata","sim_071220151339218.info","71220151339218","NCod83HistM.csv","Dm1.5Dv0.5Mm2Mv0.8Q1",33,52,50,319,1
"320","sim_071220151339251","sim_071220151339251","sim_071220151339251.Rdata","sim_071220151339251.info","71220151339251","NCod83HistM.csv","Dm2Dv0.5Mm2Mv0.8Q1",33,52,50,320,1
"321","sim_071220151339285","sim_071220151339285","sim_071220151339285.Rdata","sim_071220151339285.info","71220151339285","NCod83HistM.csv","Dm0.5Dv0.1Mm0.5Mv1Q1",33,52,50,321,1
"322","sim_071220151339317","sim_071220151339317","sim_071220151339317.Rdata","sim_071220151339317.info","71220151339317","NCod83HistM.csv","Dm1Dv0.1Mm0.5Mv1Q1",33,52,50,322,1
"323","sim_071220151339351","sim_071220151339351","sim_071220151339351.Rdata","sim_071220151339351.info","71220151339351","NCod83HistM.csv","Dm1.5Dv0.1Mm0.5Mv1Q1",33,52,50,323,1
"324","sim_071220151339384","sim_071220151339384","sim_071220151339384.Rdata","sim_071220151339384.info","71220151339384","NCod83HistM.csv","Dm2Dv0.1Mm0.5Mv1Q1",33,52,50,324,1
"325","sim_071220151339417","sim_071220151339417","sim_071220151339417.Rdata","sim_071220151339417.info","71220151339417","NCod83HistM.csv","Dm0.5Dv0.2Mm0.5Mv1Q1",33,52,50,325,1
"326","sim_071220151339451","sim_071220151339451","sim_071220151339451.Rdata","sim_071220151339451.info","71220151339451","NCod83HistM.csv","Dm1Dv0.2Mm0.5Mv1Q1",33,52,50,326,1
"327","sim_071220151339484","sim_071220151339484","sim_071220151339484.Rdata","sim_071220151339484.info","71220151339484","NCod83HistM.csv","Dm1.5Dv0.2Mm0.5Mv1Q1",33,52,50,327,1
"328","sim_071220151339517","sim_071220151339517","sim_071220151339517.Rdata","sim_071220151339517.info","71220151339517","NCod83HistM.csv","Dm2Dv0.2Mm0.5Mv1Q1",33,52,50,328,1
"329","sim_071220151339551","sim_071220151339551","sim_071220151339551.Rdata","sim_071220151339551.info","71220151339551","NCod83HistM.csv","Dm0.5Dv0.3Mm0.5Mv1Q1",33,52,50,329,1
"330","sim_071220151339584","sim_071220151339584","sim_071220151339584.Rdata","sim_071220151339584.info","71220151339584","NCod83HistM.csv","Dm1Dv0.3Mm0.5Mv1Q1",33,52,50,330,1
"331","sim_071220151340018","sim_071220151340018","sim_071220151340018.Rdata","sim_071220151340018.info","71220151340018","NCod83HistM.csv","Dm1.5Dv0.3Mm0.5Mv1Q1",33,52,50,331,1
"332","sim_071220151340052","sim_071220151340052","sim_071220151340052.Rdata","sim_071220151340052.info","71220151340052","NCod83HistM.csv","Dm2Dv0.3Mm0.5Mv1Q1",33,52,50,332,1
"333","sim_071220151340084","sim_071220151340084","sim_071220151340084.Rdata","sim_071220151340084.info","71220151340084","NCod83HistM.csv","Dm0.5Dv0.4Mm0.5Mv1Q1",33,52,50,333,1
"334","sim_071220151340119","sim_071220151340119","sim_071220151340119.Rdata","sim_071220151340119.info","71220151340119","NCod83HistM.csv","Dm1Dv0.4Mm0.5Mv1Q1",33,52,50,334,1
"335","sim_071220151340152","sim_071220151340152","sim_071220151340152.Rdata","sim_071220151340152.info","71220151340152","NCod83HistM.csv","Dm1.5Dv0.4Mm0.5Mv1Q1",33,52,50,335,1
"336","sim_071220151340186","sim_071220151340186","sim_071220151340186.Rdata","sim_071220151340186.info","71220151340186","NCod83HistM.csv","Dm2Dv0.4Mm0.5Mv1Q1",33,52,50,336,1
"337","sim_071220151340220","sim_071220151340220","sim_071220151340220.Rdata","sim_071220151340220.info","71220151340220","NCod83HistM.csv","Dm0.5Dv0.5Mm0.5Mv1Q1",33,52,50,337,1
"338","sim_071220151340254","sim_071220151340254","sim_071220151340254.Rdata","sim_071220151340254.info","71220151340254","NCod83HistM.csv","Dm1Dv0.5Mm0.5Mv1Q1",33,52,50,338,1
"339","sim_071220151340289","sim_071220151340289","sim_071220151340289.Rdata","sim_071220151340289.info","71220151340289","NCod83HistM.csv","Dm1.5Dv0.5Mm0.5Mv1Q1",33,52,50,339,1
"340","sim_071220151340322","sim_071220151340322","sim_071220151340322.Rdata","sim_071220151340322.info","71220151340322","NCod83HistM.csv","Dm2Dv0.5Mm0.5Mv1Q1",33,52,50,340,1
"341","sim_071220151340355","sim_071220151340355","sim_071220151340355.Rdata","sim_071220151340355.info","71220151340355","NCod83HistM.csv","Dm0.5Dv0.1Mm1Mv1Q1",33,52,50,341,1
"342","sim_071220151340389","sim_071220151340389","sim_071220151340389.Rdata","sim_071220151340389.info","71220151340389","NCod83HistM.csv","Dm1Dv0.1Mm1Mv1Q1",33,52,50,342,1
"343","sim_071220151340422","sim_071220151340422","sim_071220151340422.Rdata","sim_071220151340422.info","71220151340422","NCod83HistM.csv","Dm1.5Dv0.1Mm1Mv1Q1",33,52,50,343,1
"344","sim_071220151340457","sim_071220151340457","sim_071220151340457.Rdata","sim_071220151340457.info","71220151340457","NCod83HistM.csv","Dm2Dv0.1Mm1Mv1Q1",33,52,50,344,1
"345","sim_071220151340491","sim_071220151340491","sim_071220151340491.Rdata","sim_071220151340491.info","71220151340491","NCod83HistM.csv","Dm0.5Dv0.2Mm1Mv1Q1",33,52,50,345,1
"346","sim_071220151340524","sim_071220151340524","sim_071220151340524.Rdata","sim_071220151340524.info","71220151340524","NCod83HistM.csv","Dm1Dv0.2Mm1Mv1Q1",33,52,50,346,1
"347","sim_071220151340559","sim_071220151340559","sim_071220151340559.Rdata","sim_071220151340559.info","71220151340559","NCod83HistM.csv","Dm1.5Dv0.2Mm1Mv1Q1",33,52,50,347,1
"348","sim_071220151340592","sim_071220151340592","sim_071220151340592.Rdata","sim_071220151340592.info","71220151340592","NCod83HistM.csv","Dm2Dv0.2Mm1Mv1Q1",33,52,50,348,1
"349","sim_071220151341026","sim_071220151341026","sim_071220151341026.Rdata","sim_071220151341026.info","71220151341026","NCod83HistM.csv","Dm0.5Dv0.3Mm1Mv1Q1",33,52,50,349,1
"350","sim_071220151341061","sim_071220151341061","sim_071220151341061.Rdata","sim_071220151341061.info","71220151341061","NCod83HistM.csv","Dm1Dv0.3Mm1Mv1Q1",33,52,50,350,1
"351","sim_071220151341095","sim_071220151341095","sim_071220151341095.Rdata","sim_071220151341095.info","71220151341095","NCod83HistM.csv","Dm1.5Dv0.3Mm1Mv1Q1",33,52,50,351,1
"352","sim_071220151341129","sim_071220151341129","sim_071220151341129.Rdata","sim_071220151341129.info","71220151341129","NCod83HistM.csv","Dm2Dv0.3Mm1Mv1Q1",33,52,50,352,1
"353","sim_071220151341162","sim_071220151341162","sim_071220151341162.Rdata","sim_071220151341162.info","71220151341162","NCod83HistM.csv","Dm0.5Dv0.4Mm1Mv1Q1",33,52,50,353,1
"354","sim_071220151341196","sim_071220151341196","sim_071220151341196.Rdata","sim_071220151341196.info","71220151341196","NCod83HistM.csv","Dm1Dv0.4Mm1Mv1Q1",33,52,50,354,1
"355","sim_071220151341230","sim_071220151341230","sim_071220151341230.Rdata","sim_071220151341230.info","71220151341230","NCod83HistM.csv","Dm1.5Dv0.4Mm1Mv1Q1",33,52,50,355,1
"356","sim_071220151341264","sim_071220151341264","sim_071220151341264.Rdata","sim_071220151341264.info","71220151341264","NCod83HistM.csv","Dm2Dv0.4Mm1Mv1Q1",33,52,50,356,1
"357","sim_071220151341297","sim_071220151341297","sim_071220151341297.Rdata","sim_071220151341297.info","71220151341297","NCod83HistM.csv","Dm0.5Dv0.5Mm1Mv1Q1",33,52,50,357,1
"358","sim_071220151341331","sim_071220151341331","sim_071220151341331.Rdata","sim_071220151341331.info","71220151341331","NCod83HistM.csv","Dm1Dv0.5Mm1Mv1Q1",33,52,50,358,1
"359","sim_071220151341365","sim_071220151341365","sim_071220151341365.Rdata","sim_071220151341365.info","71220151341365","NCod83HistM.csv","Dm1.5Dv0.5Mm1Mv1Q1",33,52,50,359,1
"360","sim_071220151341399","sim_071220151341399","sim_071220151341399.Rdata","sim_071220151341399.info","71220151341399","NCod83HistM.csv","Dm2Dv0.5Mm1Mv1Q1",33,52,50,360,1
"361","sim_071220151341434","sim_071220151341434","sim_071220151341434.Rdata","sim_071220151341434.info","71220151341434","NCod83HistM.csv","Dm0.5Dv0.1Mm1.5Mv1Q1",33,52,50,361,1
"362","sim_071220151341468","sim_071220151341468","sim_071220151341468.Rdata","sim_071220151341468.info","71220151341468","NCod83HistM.csv","Dm1Dv0.1Mm1.5Mv1Q1",33,52,50,362,1
"363","sim_071220151341502","sim_071220151341502","sim_071220151341502.Rdata","sim_071220151341502.info","71220151341502","NCod83HistM.csv","Dm1.5Dv0.1Mm1.5Mv1Q1",33,52,50,363,1
"364","sim_071220151341537","sim_071220151341537","sim_071220151341537.Rdata","sim_071220151341537.info","71220151341537","NCod83HistM.csv","Dm2Dv0.1Mm1.5Mv1Q1",33,52,50,364,1
"365","sim_071220151341570","sim_071220151341570","sim_071220151341570.Rdata","sim_071220151341570.info","71220151341570","NCod83HistM.csv","Dm0.5Dv0.2Mm1.5Mv1Q1",33,52,50,365,1
"366","sim_071220151342005","sim_071220151342005","sim_071220151342005.Rdata","sim_071220151342005.info","71220151342005","NCod83HistM.csv","Dm1Dv0.2Mm1.5Mv1Q1",33,52,50,366,1
"367","sim_071220151342038","sim_071220151342038","sim_071220151342038.Rdata","sim_071220151342038.info","71220151342038","NCod83HistM.csv","Dm1.5Dv0.2Mm1.5Mv1Q1",33,52,50,367,1
"368","sim_071220151342074","sim_071220151342074","sim_071220151342074.Rdata","sim_071220151342074.info","71220151342074","NCod83HistM.csv","Dm2Dv0.2Mm1.5Mv1Q1",33,52,50,368,1
"369","sim_071220151342108","sim_071220151342108","sim_071220151342108.Rdata","sim_071220151342108.info","71220151342108","NCod83HistM.csv","Dm0.5Dv0.3Mm1.5Mv1Q1",33,52,50,369,1
"370","sim_071220151342143","sim_071220151342143","sim_071220151342143.Rdata","sim_071220151342143.info","71220151342143","NCod83HistM.csv","Dm1Dv0.3Mm1.5Mv1Q1",33,52,50,370,1
"371","sim_071220151342176","sim_071220151342176","sim_071220151342176.Rdata","sim_071220151342176.info","71220151342176","NCod83HistM.csv","Dm1.5Dv0.3Mm1.5Mv1Q1",33,52,50,371,1
"372","sim_071220151342210","sim_071220151342210","sim_071220151342210.Rdata","sim_071220151342210.info","71220151342210","NCod83HistM.csv","Dm2Dv0.3Mm1.5Mv1Q1",33,52,50,372,1
"373","sim_071220151342245","sim_071220151342245","sim_071220151342245.Rdata","sim_071220151342245.info","71220151342245","NCod83HistM.csv","Dm0.5Dv0.4Mm1.5Mv1Q1",33,52,50,373,1
"374","sim_071220151342279","sim_071220151342279","sim_071220151342279.Rdata","sim_071220151342279.info","71220151342279","NCod83HistM.csv","Dm1Dv0.4Mm1.5Mv1Q1",33,52,50,374,1
"375","sim_071220151342314","sim_071220151342314","sim_071220151342314.Rdata","sim_071220151342314.info","71220151342314","NCod83HistM.csv","Dm1.5Dv0.4Mm1.5Mv1Q1",33,52,50,375,1
"376","sim_071220151342350","sim_071220151342350","sim_071220151342350.Rdata","sim_071220151342350.info","71220151342350","NCod83HistM.csv","Dm2Dv0.4Mm1.5Mv1Q1",33,52,50,376,1
"377","sim_071220151342383","sim_071220151342383","sim_071220151342383.Rdata","sim_071220151342383.info","71220151342383","NCod83HistM.csv","Dm0.5Dv0.5Mm1.5Mv1Q1",33,52,50,377,1
"378","sim_071220151342418","sim_071220151342418","sim_071220151342418.Rdata","sim_071220151342418.info","71220151342418","NCod83HistM.csv","Dm1Dv0.5Mm1.5Mv1Q1",33,52,50,378,1
"379","sim_071220151342453","sim_071220151342453","sim_071220151342453.Rdata","sim_071220151342453.info","71220151342453","NCod83HistM.csv","Dm1.5Dv0.5Mm1.5Mv1Q1",33,52,50,379,1
"380","sim_071220151342487","sim_071220151342487","sim_071220151342487.Rdata","sim_071220151342487.info","71220151342487","NCod83HistM.csv","Dm2Dv0.5Mm1.5Mv1Q1",33,52,50,380,1
"381","sim_071220151342521","sim_071220151342521","sim_071220151342521.Rdata","sim_071220151342521.info","71220151342521","NCod83HistM.csv","Dm0.5Dv0.1Mm2Mv1Q1",33,52,50,381,1
"382","sim_071220151342556","sim_071220151342556","sim_071220151342556.Rdata","sim_071220151342556.info","71220151342556","NCod83HistM.csv","Dm1Dv0.1Mm2Mv1Q1",33,52,50,382,1
"383","sim_071220151342590","sim_071220151342590","sim_071220151342590.Rdata","sim_071220151342590.info","71220151342590","NCod83HistM.csv","Dm1.5Dv0.1Mm2Mv1Q1",33,52,50,383,1
"384","sim_071220151343026","sim_071220151343026","sim_071220151343026.Rdata","sim_071220151343026.info","71220151343026","NCod83HistM.csv","Dm2Dv0.1Mm2Mv1Q1",33,52,50,384,1
"385","sim_071220151343060","sim_071220151343060","sim_071220151343060.Rdata","sim_071220151343060.info","71220151343060","NCod83HistM.csv","Dm0.5Dv0.2Mm2Mv1Q1",33,52,50,385,1
"386","sim_071220151343095","sim_071220151343095","sim_071220151343095.Rdata","sim_071220151343095.info","71220151343095","NCod83HistM.csv","Dm1Dv0.2Mm2Mv1Q1",33,52,50,386,1
"387","sim_071220151343130","sim_071220151343130","sim_071220151343130.Rdata","sim_071220151343130.info","71220151343130","NCod83HistM.csv","Dm1.5Dv0.2Mm2Mv1Q1",33,52,50,387,1
"388","sim_071220151343165","sim_071220151343165","sim_071220151343165.Rdata","sim_071220151343165.info","71220151343165","NCod83HistM.csv","Dm2Dv0.2Mm2Mv1Q1",33,52,50,388,1
"389","sim_071220151343199","sim_071220151343199","sim_071220151343199.Rdata","sim_071220151343199.info","71220151343199","NCod83HistM.csv","Dm0.5Dv0.3Mm2Mv1Q1",33,52,50,389,1
"390","sim_071220151343234","sim_071220151343234","sim_071220151343234.Rdata","sim_071220151343234.info","71220151343234","NCod83HistM.csv","Dm1Dv0.3Mm2Mv1Q1",33,52,50,390,1
"391","sim_071220151343268","sim_071220151343268","sim_071220151343268.Rdata","sim_071220151343268.info","71220151343268","NCod83HistM.csv","Dm1.5Dv0.3Mm2Mv1Q1",33,52,50,391,1
"392","sim_071220151343304","sim_071220151343304","sim_071220151343304.Rdata","sim_071220151343304.info","71220151343304","NCod83HistM.csv","Dm2Dv0.3Mm2Mv1Q1",33,52,50,392,1
"393","sim_071220151343338","sim_071220151343338","sim_071220151343338.Rdata","sim_071220151343338.info","71220151343338","NCod83HistM.csv","Dm0.5Dv0.4Mm2Mv1Q1",33,52,50,393,1
"394","sim_071220151343373","sim_071220151343373","sim_071220151343373.Rdata","sim_071220151343373.info","71220151343373","NCod83HistM.csv","Dm1Dv0.4Mm2Mv1Q1",33,52,50,394,1
"395","sim_071220151343407","sim_071220151343407","sim_071220151343407.Rdata","sim_071220151343407.info","71220151343407","NCod83HistM.csv","Dm1.5Dv0.4Mm2Mv1Q1",33,52,50,395,1
"396","sim_071220151343442","sim_071220151343442","sim_071220151343442.Rdata","sim_071220151343442.info","71220151343442","NCod83HistM.csv","Dm2Dv0.4Mm2Mv1Q1",33,52,50,396,1
"397","sim_071220151343477","sim_071220151343477","sim_071220151343477.Rdata","sim_071220151343477.info","71220151343477","NCod83HistM.csv","Dm0.5Dv0.5Mm2Mv1Q1",33,52,50,397,1
"398","sim_071220151343511","sim_071220151343511","sim_071220151343511.Rdata","sim_071220151343511.info","71220151343511","NCod83HistM.csv","Dm1Dv0.5Mm2Mv1Q1",33,52,50,398,1
"399","sim_071220151343546","sim_071220151343546","sim_071220151343546.Rdata","sim_071220151343546.info","71220151343546","NCod83HistM.csv","Dm1.5Dv0.5Mm2Mv1Q1",33,52,50,399,1
"400","sim_071220151343581","sim_071220151343581","sim_071220151343581.Rdata","sim_071220151343581.info","71220151343581","NCod83HistM.csv","Dm2Dv0.5Mm2Mv1Q1",33,52,50,400,1
"401","sim_071220151344017","sim_071220151344017","sim_071220151344017.Rdata","sim_071220151344017.info","71220151344017","NCod83HistM.csv","Dm0.5Dv0.1Mm0.5Mv0.2Q0",33,52,50,401,1
