"","simFolder","simName","simFile","simInfo","simDate","scenario","mp","tMP","nT","nReps","rank","group"
"943","sim_071220151723155","sim_071220151723155","sim_071220151723155.Rdata","sim_071220151723155.info","71220151723155","NCod83HistM.csv","Pr0.6PG8NG8St1Q0",33,52,50,943,1
"944","sim_071220151723198","sim_071220151723198","sim_071220151723198.Rdata","sim_071220151723198.info","71220151723198","NCod83HistM.csv","Pr0.8PG8NG8St1Q0",33,52,50,944,1
"945","sim_071220151723240","sim_071220151723240","sim_071220151723240.Rdata","sim_071220151723240.info","71220151723240","NCod83HistM.csv","Pr1PG8NG8St1Q0",33,52,50,945,1
"946","sim_071220151723284","sim_071220151723284","sim_071220151723284.Rdata","sim_071220151723284.info","71220151723284","NCod83HistM.csv","Pr0.2PG10NG8St1Q0",33,52,50,946,1
"947","sim_071220151723327","sim_071220151723327","sim_071220151723327.Rdata","sim_071220151723327.info","71220151723327","NCod83HistM.csv","Pr0.4PG10NG8St1Q0",33,52,50,947,1
"948","sim_071220151723371","sim_071220151723371","sim_071220151723371.Rdata","sim_071220151723371.info","71220151723371","NCod83HistM.csv","Pr0.6PG10NG8St1Q0",33,52,50,948,1
"949","sim_071220151723414","sim_071220151723414","sim_071220151723414.Rdata","sim_071220151723414.info","71220151723414","NCod83HistM.csv","Pr0.8PG10NG8St1Q0",33,52,50,949,1
"950","sim_071220151723458","sim_071220151723458","sim_071220151723458.Rdata","sim_071220151723458.info","71220151723458","NCod83HistM.csv","Pr1PG10NG8St1Q0",33,52,50,950,1
"951","sim_071220151723502","sim_071220151723502","sim_071220151723502.Rdata","sim_071220151723502.info","71220151723502","NCod83HistM.csv","Pr0.2PG0NG10St1Q0",33,52,50,951,1
"952","sim_071220151723545","sim_071220151723545","sim_071220151723545.Rdata","sim_071220151723545.info","71220151723545","NCod83HistM.csv","Pr0.4PG0NG10St1Q0",33,52,50,952,1
"953","sim_071220151723588","sim_071220151723588","sim_071220151723588.Rdata","sim_071220151723588.info","71220151723588","NCod83HistM.csv","Pr0.6PG0NG10St1Q0",33,52,50,953,1
"954","sim_071220151724032","sim_071220151724032","sim_071220151724032.Rdata","sim_071220151724032.info","71220151724032","NCod83HistM.csv","Pr0.8PG0NG10St1Q0",33,52,50,954,1
"955","sim_071220151724075","sim_071220151724075","sim_071220151724075.Rdata","sim_071220151724075.info","71220151724075","NCod83HistM.csv","Pr1PG0NG10St1Q0",33,52,50,955,1
"956","sim_071220151724119","sim_071220151724119","sim_071220151724119.Rdata","sim_071220151724119.info","71220151724119","NCod83HistM.csv","Pr0.2PG2NG10St1Q0",33,52,50,956,1
"957","sim_071220151724163","sim_071220151724163","sim_071220151724163.Rdata","sim_071220151724163.info","71220151724163","NCod83HistM.csv","Pr0.4PG2NG10St1Q0",33,52,50,957,1
"958","sim_071220151724206","sim_071220151724206","sim_071220151724206.Rdata","sim_071220151724206.info","71220151724206","NCod83HistM.csv","Pr0.6PG2NG10St1Q0",33,52,50,958,1
"959","sim_071220151724249","sim_071220151724249","sim_071220151724249.Rdata","sim_071220151724249.info","71220151724249","NCod83HistM.csv","Pr0.8PG2NG10St1Q0",33,52,50,959,1
"960","sim_071220151724292","sim_071220151724292","sim_071220151724292.Rdata","sim_071220151724292.info","71220151724292","NCod83HistM.csv","Pr1PG2NG10St1Q0",33,52,50,960,1
"961","sim_071220151724335","sim_071220151724335","sim_071220151724335.Rdata","sim_071220151724335.info","71220151724335","NCod83HistM.csv","Pr0.2PG4NG10St1Q0",33,52,50,961,1
"962","sim_071220151724378","sim_071220151724378","sim_071220151724378.Rdata","sim_071220151724378.info","71220151724378","NCod83HistM.csv","Pr0.4PG4NG10St1Q0",33,52,50,962,1
"963","sim_071220151724420","sim_071220151724420","sim_071220151724420.Rdata","sim_071220151724420.info","71220151724420","NCod83HistM.csv","Pr0.6PG4NG10St1Q0",33,52,50,963,1
"964","sim_071220151724462","sim_071220151724462","sim_071220151724462.Rdata","sim_071220151724462.info","71220151724462","NCod83HistM.csv","Pr0.8PG4NG10St1Q0",33,52,50,964,1
"965","sim_071220151724505","sim_071220151724505","sim_071220151724505.Rdata","sim_071220151724505.info","71220151724505","NCod83HistM.csv","Pr1PG4NG10St1Q0",33,52,50,965,1
"966","sim_071220151724547","sim_071220151724547","sim_071220151724547.Rdata","sim_071220151724547.info","71220151724547","NCod83HistM.csv","Pr0.2PG6NG10St1Q0",33,52,50,966,1
"967","sim_071220151724590","sim_071220151724590","sim_071220151724590.Rdata","sim_071220151724590.info","71220151724590","NCod83HistM.csv","Pr0.4PG6NG10St1Q0",33,52,50,967,1
"968","sim_071220151725033","sim_071220151725033","sim_071220151725033.Rdata","sim_071220151725033.info","71220151725033","NCod83HistM.csv","Pr0.6PG6NG10St1Q0",33,52,50,968,1
"969","sim_071220151725076","sim_071220151725076","sim_071220151725076.Rdata","sim_071220151725076.info","71220151725076","NCod83HistM.csv","Pr0.8PG6NG10St1Q0",33,52,50,969,1
"970","sim_071220151725119","sim_071220151725119","sim_071220151725119.Rdata","sim_071220151725119.info","71220151725119","NCod83HistM.csv","Pr1PG6NG10St1Q0",33,52,50,970,1
"971","sim_071220151725168","sim_071220151725168","sim_071220151725168.Rdata","sim_071220151725168.info","71220151725168","NCod83HistM.csv","Pr0.2PG8NG10St1Q0",33,52,50,971,1
"972","sim_071220151725211","sim_071220151725211","sim_071220151725211.Rdata","sim_071220151725211.info","71220151725211","NCod83HistM.csv","Pr0.4PG8NG10St1Q0",33,52,50,972,1
"973","sim_071220151725254","sim_071220151725254","sim_071220151725254.Rdata","sim_071220151725254.info","71220151725254","NCod83HistM.csv","Pr0.6PG8NG10St1Q0",33,52,50,973,1
"974","sim_071220151725297","sim_071220151725297","sim_071220151725297.Rdata","sim_071220151725297.info","71220151725297","NCod83HistM.csv","Pr0.8PG8NG10St1Q0",33,52,50,974,1
"975","sim_071220151725341","sim_071220151725341","sim_071220151725341.Rdata","sim_071220151725341.info","71220151725341","NCod83HistM.csv","Pr1PG8NG10St1Q0",33,52,50,975,1
"976","sim_071220151725385","sim_071220151725385","sim_071220151725385.Rdata","sim_071220151725385.info","71220151725385","NCod83HistM.csv","Pr0.2PG10NG10St1Q0",33,52,50,976,1
"977","sim_071220151725428","sim_071220151725428","sim_071220151725428.Rdata","sim_071220151725428.info","71220151725428","NCod83HistM.csv","Pr0.4PG10NG10St1Q0",33,52,50,977,1
"978","sim_071220151725471","sim_071220151725471","sim_071220151725471.Rdata","sim_071220151725471.info","71220151725471","NCod83HistM.csv","Pr0.6PG10NG10St1Q0",33,52,50,978,1
"979","sim_071220151725515","sim_071220151725515","sim_071220151725515.Rdata","sim_071220151725515.info","71220151725515","NCod83HistM.csv","Pr0.8PG10NG10St1Q0",33,52,50,979,1
"980","sim_071220151725559","sim_071220151725559","sim_071220151725559.Rdata","sim_071220151725559.info","71220151725559","NCod83HistM.csv","Pr1PG10NG10St1Q0",33,52,50,980,1
"981","sim_071220151726003","sim_071220151726003","sim_071220151726003.Rdata","sim_071220151726003.info","71220151726003","NCod83HistM.csv","Pr0.2PG0NG0St0Q0",33,52,50,981,1
"982","sim_071220151726047","sim_071220151726047","sim_071220151726047.Rdata","sim_071220151726047.info","71220151726047","NCod83HistM.csv","Pr0.4PG0NG0St0Q0",33,52,50,982,1
"983","sim_071220151726092","sim_071220151726092","sim_071220151726092.Rdata","sim_071220151726092.info","71220151726092","NCod83HistM.csv","Pr0.6PG0NG0St0Q0",33,52,50,983,1
"984","sim_071220151726136","sim_071220151726136","sim_071220151726136.Rdata","sim_071220151726136.info","71220151726136","NCod83HistM.csv","Pr0.8PG0NG0St0Q0",33,52,50,984,1
"985","sim_071220151726180","sim_071220151726180","sim_071220151726180.Rdata","sim_071220151726180.info","71220151726180","NCod83HistM.csv","Pr1PG0NG0St0Q0",33,52,50,985,1
"986","sim_071220151726224","sim_071220151726224","sim_071220151726224.Rdata","sim_071220151726224.info","71220151726224","NCod83HistM.csv","Pr0.2PG2NG0St0Q0",33,52,50,986,1
"987","sim_071220151726268","sim_071220151726268","sim_071220151726268.Rdata","sim_071220151726268.info","71220151726268","NCod83HistM.csv","Pr0.4PG2NG0St0Q0",33,52,50,987,1
"988","sim_071220151726313","sim_071220151726313","sim_071220151726313.Rdata","sim_071220151726313.info","71220151726313","NCod83HistM.csv","Pr0.6PG2NG0St0Q0",33,52,50,988,1
"989","sim_071220151726357","sim_071220151726357","sim_071220151726357.Rdata","sim_071220151726357.info","71220151726357","NCod83HistM.csv","Pr0.8PG2NG0St0Q0",33,52,50,989,1
"990","sim_071220151726402","sim_071220151726402","sim_071220151726402.Rdata","sim_071220151726402.info","71220151726402","NCod83HistM.csv","Pr1PG2NG0St0Q0",33,52,50,990,1
"991","sim_071220151726446","sim_071220151726446","sim_071220151726446.Rdata","sim_071220151726446.info","71220151726446","NCod83HistM.csv","Pr0.2PG4NG0St0Q0",33,52,50,991,1
"992","sim_071220151726490","sim_071220151726490","sim_071220151726490.Rdata","sim_071220151726490.info","71220151726490","NCod83HistM.csv","Pr0.4PG4NG0St0Q0",33,52,50,992,1
"993","sim_071220151726535","sim_071220151726535","sim_071220151726535.Rdata","sim_071220151726535.info","71220151726535","NCod83HistM.csv","Pr0.6PG4NG0St0Q0",33,52,50,993,1
"994","sim_071220151726579","sim_071220151726579","sim_071220151726579.Rdata","sim_071220151726579.info","71220151726579","NCod83HistM.csv","Pr0.8PG4NG0St0Q0",33,52,50,994,1
"995","sim_071220151727024","sim_071220151727024","sim_071220151727024.Rdata","sim_071220151727024.info","71220151727024","NCod83HistM.csv","Pr1PG4NG0St0Q0",33,52,50,995,1
"996","sim_071220151727069","sim_071220151727069","sim_071220151727069.Rdata","sim_071220151727069.info","71220151727069","NCod83HistM.csv","Pr0.2PG6NG0St0Q0",33,52,50,996,1
"997","sim_071220151727113","sim_071220151727113","sim_071220151727113.Rdata","sim_071220151727113.info","71220151727113","NCod83HistM.csv","Pr0.4PG6NG0St0Q0",33,52,50,997,1
"998","sim_071220151727157","sim_071220151727157","sim_071220151727157.Rdata","sim_071220151727157.info","71220151727157","NCod83HistM.csv","Pr0.6PG6NG0St0Q0",33,52,50,998,1
"999","sim_071220151727201","sim_071220151727201","sim_071220151727201.Rdata","sim_071220151727201.info","71220151727201","NCod83HistM.csv","Pr0.8PG6NG0St0Q0",33,52,50,999,1
"1000","sim_071220151727248","sim_071220151727248","sim_071220151727248.Rdata","sim_071220151727248.info","71220151727248","NCod83HistM.csv","Pr1PG6NG0St0Q0",33,52,50,1000,1
"1001","sim_071220151727293","sim_071220151727293","sim_071220151727293.Rdata","sim_071220151727293.info","71220151727293","NCod83HistM.csv","Pr0.2PG8NG0St0Q0",33,52,50,1001,1
"1002","sim_071220151727336","sim_071220151727336","sim_071220151727336.Rdata","sim_071220151727336.info","71220151727336","NCod83HistM.csv","Pr0.4PG8NG0St0Q0",33,52,50,1002,1
"1003","sim_071220151727380","sim_071220151727380","sim_071220151727380.Rdata","sim_071220151727380.info","71220151727380","NCod83HistM.csv","Pr0.6PG8NG0St0Q0",33,52,50,1003,1
"1004","sim_071220151727425","sim_071220151727425","sim_071220151727425.Rdata","sim_071220151727425.info","71220151727425","NCod83HistM.csv","Pr0.8PG8NG0St0Q0",33,52,50,1004,1
"1005","sim_071220151727469","sim_071220151727469","sim_071220151727469.Rdata","sim_071220151727469.info","71220151727469","NCod83HistM.csv","Pr1PG8NG0St0Q0",33,52,50,1005,1
"1006","sim_071220151727512","sim_071220151727512","sim_071220151727512.Rdata","sim_071220151727512.info","71220151727512","NCod83HistM.csv","Pr0.2PG10NG0St0Q0",33,52,50,1006,1
"1007","sim_071220151727555","sim_071220151727555","sim_071220151727555.Rdata","sim_071220151727555.info","71220151727555","NCod83HistM.csv","Pr0.4PG10NG0St0Q0",33,52,50,1007,1
"1008","sim_071220151727599","sim_071220151727599","sim_071220151727599.Rdata","sim_071220151727599.info","71220151727599","NCod83HistM.csv","Pr0.6PG10NG0St0Q0",33,52,50,1008,1
"1009","sim_071220151728043","sim_071220151728043","sim_071220151728043.Rdata","sim_071220151728043.info","71220151728043","NCod83HistM.csv","Pr0.8PG10NG0St0Q0",33,52,50,1009,1
"1010","sim_071220151728087","sim_071220151728087","sim_071220151728087.Rdata","sim_071220151728087.info","71220151728087","NCod83HistM.csv","Pr1PG10NG0St0Q0",33,52,50,1010,1
"1011","sim_071220151728130","sim_071220151728130","sim_071220151728130.Rdata","sim_071220151728130.info","71220151728130","NCod83HistM.csv","Pr0.2PG0NG2St0Q0",33,52,50,1011,1
"1012","sim_071220151728173","sim_071220151728173","sim_071220151728173.Rdata","sim_071220151728173.info","71220151728173","NCod83HistM.csv","Pr0.4PG0NG2St0Q0",33,52,50,1012,1
"1013","sim_071220151728217","sim_071220151728217","sim_071220151728217.Rdata","sim_071220151728217.info","71220151728217","NCod83HistM.csv","Pr0.6PG0NG2St0Q0",33,52,50,1013,1
"1014","sim_071220151728260","sim_071220151728260","sim_071220151728260.Rdata","sim_071220151728260.info","71220151728260","NCod83HistM.csv","Pr0.8PG0NG2St0Q0",33,52,50,1014,1
"1015","sim_071220151728304","sim_071220151728304","sim_071220151728304.Rdata","sim_071220151728304.info","71220151728304","NCod83HistM.csv","Pr1PG0NG2St0Q0",33,52,50,1015,1
"1016","sim_071220151728347","sim_071220151728347","sim_071220151728347.Rdata","sim_071220151728347.info","71220151728347","NCod83HistM.csv","Pr0.2PG2NG2St0Q0",33,52,50,1016,1
"1017","sim_071220151728390","sim_071220151728390","sim_071220151728390.Rdata","sim_071220151728390.info","71220151728390","NCod83HistM.csv","Pr0.4PG2NG2St0Q0",33,52,50,1017,1
"1018","sim_071220151728433","sim_071220151728433","sim_071220151728433.Rdata","sim_071220151728433.info","71220151728433","NCod83HistM.csv","Pr0.6PG2NG2St0Q0",33,52,50,1018,1
"1019","sim_071220151728476","sim_071220151728476","sim_071220151728476.Rdata","sim_071220151728476.info","71220151728476","NCod83HistM.csv","Pr0.8PG2NG2St0Q0",33,52,50,1019,1
"1020","sim_071220151728520","sim_071220151728520","sim_071220151728520.Rdata","sim_071220151728520.info","71220151728520","NCod83HistM.csv","Pr1PG2NG2St0Q0",33,52,50,1020,1
"1021","sim_071220151728563","sim_071220151728563","sim_071220151728563.Rdata","sim_071220151728563.info","71220151728563","NCod83HistM.csv","Pr0.2PG4NG2St0Q0",33,52,50,1021,1
"1022","sim_071220151729006","sim_071220151729006","sim_071220151729006.Rdata","sim_071220151729006.info","71220151729006","NCod83HistM.csv","Pr0.4PG4NG2St0Q0",33,52,50,1022,1
"1023","sim_071220151729050","sim_071220151729050","sim_071220151729050.Rdata","sim_071220151729050.info","71220151729050","NCod83HistM.csv","Pr0.6PG4NG2St0Q0",33,52,50,1023,1
"1024","sim_071220151729094","sim_071220151729094","sim_071220151729094.Rdata","sim_071220151729094.info","71220151729094","NCod83HistM.csv","Pr0.8PG4NG2St0Q0",33,52,50,1024,1
"1025","sim_071220151729138","sim_071220151729138","sim_071220151729138.Rdata","sim_071220151729138.info","71220151729138","NCod83HistM.csv","Pr1PG4NG2St0Q0",33,52,50,1025,1
"1026","sim_071220151729182","sim_071220151729182","sim_071220151729182.Rdata","sim_071220151729182.info","71220151729182","NCod83HistM.csv","Pr0.2PG6NG2St0Q0",33,52,50,1026,1
"1027","sim_071220151729228","sim_071220151729228","sim_071220151729228.Rdata","sim_071220151729228.info","71220151729228","NCod83HistM.csv","Pr0.4PG6NG2St0Q0",33,52,50,1027,1
"1028","sim_071220151729274","sim_071220151729274","sim_071220151729274.Rdata","sim_071220151729274.info","71220151729274","NCod83HistM.csv","Pr0.6PG6NG2St0Q0",33,52,50,1028,1
"1029","sim_071220151729320","sim_071220151729320","sim_071220151729320.Rdata","sim_071220151729320.info","71220151729320","NCod83HistM.csv","Pr0.8PG6NG2St0Q0",33,52,50,1029,1
"1030","sim_071220151729365","sim_071220151729365","sim_071220151729365.Rdata","sim_071220151729365.info","71220151729365","NCod83HistM.csv","Pr1PG6NG2St0Q0",33,52,50,1030,1
"1031","sim_071220151729410","sim_071220151729410","sim_071220151729410.Rdata","sim_071220151729410.info","71220151729410","NCod83HistM.csv","Pr0.2PG8NG2St0Q0",33,52,50,1031,1
"1032","sim_071220151729454","sim_071220151729454","sim_071220151729454.Rdata","sim_071220151729454.info","71220151729454","NCod83HistM.csv","Pr0.4PG8NG2St0Q0",33,52,50,1032,1
"1033","sim_071220151729498","sim_071220151729498","sim_071220151729498.Rdata","sim_071220151729498.info","71220151729498","NCod83HistM.csv","Pr0.6PG8NG2St0Q0",33,52,50,1033,1
"1034","sim_071220151729543","sim_071220151729543","sim_071220151729543.Rdata","sim_071220151729543.info","71220151729543","NCod83HistM.csv","Pr0.8PG8NG2St0Q0",33,52,50,1034,1
"1035","sim_071220151729588","sim_071220151729588","sim_071220151729588.Rdata","sim_071220151729588.info","71220151729588","NCod83HistM.csv","Pr1PG8NG2St0Q0",33,52,50,1035,1
"1036","sim_071220151730033","sim_071220151730033","sim_071220151730033.Rdata","sim_071220151730033.info","71220151730033","NCod83HistM.csv","Pr0.2PG10NG2St0Q0",33,52,50,1036,1
"1037","sim_071220151730079","sim_071220151730079","sim_071220151730079.Rdata","sim_071220151730079.info","71220151730079","NCod83HistM.csv","Pr0.4PG10NG2St0Q0",33,52,50,1037,1
"1038","sim_071220151730125","sim_071220151730125","sim_071220151730125.Rdata","sim_071220151730125.info","71220151730125","NCod83HistM.csv","Pr0.6PG10NG2St0Q0",33,52,50,1038,1
"1039","sim_071220151730171","sim_071220151730171","sim_071220151730171.Rdata","sim_071220151730171.info","71220151730171","NCod83HistM.csv","Pr0.8PG10NG2St0Q0",33,52,50,1039,1
"1040","sim_071220151730217","sim_071220151730217","sim_071220151730217.Rdata","sim_071220151730217.info","71220151730217","NCod83HistM.csv","Pr1PG10NG2St0Q0",33,52,50,1040,1
"1041","sim_071220151730264","sim_071220151730264","sim_071220151730264.Rdata","sim_071220151730264.info","71220151730264","NCod83HistM.csv","Pr0.2PG0NG4St0Q0",33,52,50,1041,1
"1042","sim_071220151730311","sim_071220151730311","sim_071220151730311.Rdata","sim_071220151730311.info","71220151730311","NCod83HistM.csv","Pr0.4PG0NG4St0Q0",33,52,50,1042,1
"1043","sim_071220151730357","sim_071220151730357","sim_071220151730357.Rdata","sim_071220151730357.info","71220151730357","NCod83HistM.csv","Pr0.6PG0NG4St0Q0",33,52,50,1043,1
"1044","sim_071220151730403","sim_071220151730403","sim_071220151730403.Rdata","sim_071220151730403.info","71220151730403","NCod83HistM.csv","Pr0.8PG0NG4St0Q0",33,52,50,1044,1
"1045","sim_071220151730449","sim_071220151730449","sim_071220151730449.Rdata","sim_071220151730449.info","71220151730449","NCod83HistM.csv","Pr1PG0NG4St0Q0",33,52,50,1045,1
"1046","sim_071220151730495","sim_071220151730495","sim_071220151730495.Rdata","sim_071220151730495.info","71220151730495","NCod83HistM.csv","Pr0.2PG2NG4St0Q0",33,52,50,1046,1
"1047","sim_071220151730540","sim_071220151730540","sim_071220151730540.Rdata","sim_071220151730540.info","71220151730540","NCod83HistM.csv","Pr0.4PG2NG4St0Q0",33,52,50,1047,1
"1048","sim_071220151730585","sim_071220151730585","sim_071220151730585.Rdata","sim_071220151730585.info","71220151730585","NCod83HistM.csv","Pr0.6PG2NG4St0Q0",33,52,50,1048,1
"1049","sim_071220151731032","sim_071220151731032","sim_071220151731032.Rdata","sim_071220151731032.info","71220151731032","NCod83HistM.csv","Pr0.8PG2NG4St0Q0",33,52,50,1049,1
"1050","sim_071220151731078","sim_071220151731078","sim_071220151731078.Rdata","sim_071220151731078.info","71220151731078","NCod83HistM.csv","Pr1PG2NG4St0Q0",33,52,50,1050,1
"1051","sim_071220151731123","sim_071220151731123","sim_071220151731123.Rdata","sim_071220151731123.info","71220151731123","NCod83HistM.csv","Pr0.2PG4NG4St0Q0",33,52,50,1051,1
"1052","sim_071220151731169","sim_071220151731169","sim_071220151731169.Rdata","sim_071220151731169.info","71220151731169","NCod83HistM.csv","Pr0.4PG4NG4St0Q0",33,52,50,1052,1
"1053","sim_071220151731215","sim_071220151731215","sim_071220151731215.Rdata","sim_071220151731215.info","71220151731215","NCod83HistM.csv","Pr0.6PG4NG4St0Q0",33,52,50,1053,1
"1054","sim_071220151731260","sim_071220151731260","sim_071220151731260.Rdata","sim_071220151731260.info","71220151731260","NCod83HistM.csv","Pr0.8PG4NG4St0Q0",33,52,50,1054,1
"1055","sim_071220151731306","sim_071220151731306","sim_071220151731306.Rdata","sim_071220151731306.info","71220151731306","NCod83HistM.csv","Pr1PG4NG4St0Q0",33,52,50,1055,1
"1056","sim_071220151731351","sim_071220151731351","sim_071220151731351.Rdata","sim_071220151731351.info","71220151731351","NCod83HistM.csv","Pr0.2PG6NG4St0Q0",33,52,50,1056,1
"1057","sim_071220151731397","sim_071220151731397","sim_071220151731397.Rdata","sim_071220151731397.info","71220151731397","NCod83HistM.csv","Pr0.4PG6NG4St0Q0",33,52,50,1057,1
"1058","sim_071220151731443","sim_071220151731443","sim_071220151731443.Rdata","sim_071220151731443.info","71220151731443","NCod83HistM.csv","Pr0.6PG6NG4St0Q0",33,52,50,1058,1
"1059","sim_071220151731489","sim_071220151731489","sim_071220151731489.Rdata","sim_071220151731489.info","71220151731489","NCod83HistM.csv","Pr0.8PG6NG4St0Q0",33,52,50,1059,1
"1060","sim_071220151731535","sim_071220151731535","sim_071220151731535.Rdata","sim_071220151731535.info","71220151731535","NCod83HistM.csv","Pr1PG6NG4St0Q0",33,52,50,1060,1
"1061","sim_071220151731579","sim_071220151731579","sim_071220151731579.Rdata","sim_071220151731579.info","71220151731579","NCod83HistM.csv","Pr0.2PG8NG4St0Q0",33,52,50,1061,1
"1062","sim_071220151732025","sim_071220151732025","sim_071220151732025.Rdata","sim_071220151732025.info","71220151732025","NCod83HistM.csv","Pr0.4PG8NG4St0Q0",33,52,50,1062,1
"1063","sim_071220151732071","sim_071220151732071","sim_071220151732071.Rdata","sim_071220151732071.info","71220151732071","NCod83HistM.csv","Pr0.6PG8NG4St0Q0",33,52,50,1063,1
"1064","sim_071220151732117","sim_071220151732117","sim_071220151732117.Rdata","sim_071220151732117.info","71220151732117","NCod83HistM.csv","Pr0.8PG8NG4St0Q0",33,52,50,1064,1
"1065","sim_071220151732163","sim_071220151732163","sim_071220151732163.Rdata","sim_071220151732163.info","71220151732163","NCod83HistM.csv","Pr1PG8NG4St0Q0",33,52,50,1065,1
"1066","sim_071220151732209","sim_071220151732209","sim_071220151732209.Rdata","sim_071220151732209.info","71220151732209","NCod83HistM.csv","Pr0.2PG10NG4St0Q0",33,52,50,1066,1
"1067","sim_071220151732254","sim_071220151732254","sim_071220151732254.Rdata","sim_071220151732254.info","71220151732254","NCod83HistM.csv","Pr0.4PG10NG4St0Q0",33,52,50,1067,1
"1068","sim_071220151732300","sim_071220151732300","sim_071220151732300.Rdata","sim_071220151732300.info","71220151732300","NCod83HistM.csv","Pr0.6PG10NG4St0Q0",33,52,50,1068,1
"1069","sim_071220151732345","sim_071220151732345","sim_071220151732345.Rdata","sim_071220151732345.info","71220151732345","NCod83HistM.csv","Pr0.8PG10NG4St0Q0",33,52,50,1069,1
"1070","sim_071220151732391","sim_071220151732391","sim_071220151732391.Rdata","sim_071220151732391.info","71220151732391","NCod83HistM.csv","Pr1PG10NG4St0Q0",33,52,50,1070,1
"1071","sim_071220151732437","sim_071220151732437","sim_071220151732437.Rdata","sim_071220151732437.info","71220151732437","NCod83HistM.csv","Pr0.2PG0NG6St0Q0",33,52,50,1071,1
"1072","sim_071220151732483","sim_071220151732483","sim_071220151732483.Rdata","sim_071220151732483.info","71220151732483","NCod83HistM.csv","Pr0.4PG0NG6St0Q0",33,52,50,1072,1
"1073","sim_071220151732530","sim_071220151732530","sim_071220151732530.Rdata","sim_071220151732530.info","71220151732530","NCod83HistM.csv","Pr0.6PG0NG6St0Q0",33,52,50,1073,1
"1074","sim_071220151732574","sim_071220151732574","sim_071220151732574.Rdata","sim_071220151732574.info","71220151732574","NCod83HistM.csv","Pr0.8PG0NG6St0Q0",33,52,50,1074,1
"1075","sim_071220151733019","sim_071220151733019","sim_071220151733019.Rdata","sim_071220151733019.info","71220151733019","NCod83HistM.csv","Pr1PG0NG6St0Q0",33,52,50,1075,1
"1076","sim_071220151733064","sim_071220151733064","sim_071220151733064.Rdata","sim_071220151733064.info","71220151733064","NCod83HistM.csv","Pr0.2PG2NG6St0Q0",33,52,50,1076,1
"1077","sim_071220151733110","sim_071220151733110","sim_071220151733110.Rdata","sim_071220151733110.info","71220151733110","NCod83HistM.csv","Pr0.4PG2NG6St0Q0",33,52,50,1077,1
"1078","sim_071220151733156","sim_071220151733156","sim_071220151733156.Rdata","sim_071220151733156.info","71220151733156","NCod83HistM.csv","Pr0.6PG2NG6St0Q0",33,52,50,1078,1
"1079","sim_071220151733202","sim_071220151733202","sim_071220151733202.Rdata","sim_071220151733202.info","71220151733202","NCod83HistM.csv","Pr0.8PG2NG6St0Q0",33,52,50,1079,1
"1080","sim_071220151733249","sim_071220151733249","sim_071220151733249.Rdata","sim_071220151733249.info","71220151733249","NCod83HistM.csv","Pr1PG2NG6St0Q0",33,52,50,1080,1
"1081","sim_071220151733295","sim_071220151733295","sim_071220151733295.Rdata","sim_071220151733295.info","71220151733295","NCod83HistM.csv","Pr0.2PG4NG6St0Q0",33,52,50,1081,1
"1082","sim_071220151733341","sim_071220151733341","sim_071220151733341.Rdata","sim_071220151733341.info","71220151733341","NCod83HistM.csv","Pr0.4PG4NG6St0Q0",33,52,50,1082,1
"1083","sim_071220151733388","sim_071220151733388","sim_071220151733388.Rdata","sim_071220151733388.info","71220151733388","NCod83HistM.csv","Pr0.6PG4NG6St0Q0",33,52,50,1083,1
"1084","sim_071220151733434","sim_071220151733434","sim_071220151733434.Rdata","sim_071220151733434.info","71220151733434","NCod83HistM.csv","Pr0.8PG4NG6St0Q0",33,52,50,1084,1
"1085","sim_071220151733480","sim_071220151733480","sim_071220151733480.Rdata","sim_071220151733480.info","71220151733480","NCod83HistM.csv","Pr1PG4NG6St0Q0",33,52,50,1085,1
"1086","sim_071220151733525","sim_071220151733525","sim_071220151733525.Rdata","sim_071220151733525.info","71220151733525","NCod83HistM.csv","Pr0.2PG6NG6St0Q0",33,52,50,1086,1
"1087","sim_071220151733572","sim_071220151733572","sim_071220151733572.Rdata","sim_071220151733572.info","71220151733572","NCod83HistM.csv","Pr0.4PG6NG6St0Q0",33,52,50,1087,1
"1088","sim_071220151734019","sim_071220151734019","sim_071220151734019.Rdata","sim_071220151734019.info","71220151734019","NCod83HistM.csv","Pr0.6PG6NG6St0Q0",33,52,50,1088,1
"1089","sim_071220151734065","sim_071220151734065","sim_071220151734065.Rdata","sim_071220151734065.info","71220151734065","NCod83HistM.csv","Pr0.8PG6NG6St0Q0",33,52,50,1089,1
"1090","sim_071220151734112","sim_071220151734112","sim_071220151734112.Rdata","sim_071220151734112.info","71220151734112","NCod83HistM.csv","Pr1PG6NG6St0Q0",33,52,50,1090,1
"1091","sim_071220151734159","sim_071220151734159","sim_071220151734159.Rdata","sim_071220151734159.info","71220151734159","NCod83HistM.csv","Pr0.2PG8NG6St0Q0",33,52,50,1091,1
"1092","sim_071220151734206","sim_071220151734206","sim_071220151734206.Rdata","sim_071220151734206.info","71220151734206","NCod83HistM.csv","Pr0.4PG8NG6St0Q0",33,52,50,1092,1
"1093","sim_071220151734254","sim_071220151734254","sim_071220151734254.Rdata","sim_071220151734254.info","71220151734254","NCod83HistM.csv","Pr0.6PG8NG6St0Q0",33,52,50,1093,1
